#Acq. time (s)=	5
#Accumulations=	1
#Range=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Single accum. (Size=3)
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	High Sensitivity
#Detector ADC=	20 kHz       
#Detector temperature (°C)=	-75.07
#Instrument=	LabRAM HR Evol
#Detector=	Synapse BIDD
#Objective=	x50
#Grating=	1800 gr/mm
#ND Filter=	0.1%
#Laser (nm)=	532 
#Spectro (cm-¹)=	350.01
#Hole=	100.021
#Temperature=	0
#Range=	Visible
#Laser Pol.=	No
#Raman. Pol.=	No
#Laser Pol. (°)=	0
#Raman Pol. (°)=	0.008
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	-0.05
#Z (µm)=	-1.6
#Project=	
#Sample=	
#Site=	
#Title=	n1p-I
#Remark=	
#Date=	07.03.2022 18:33
#Acquired=	07.03.2022 18:33:48
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
599.432	135.639
598.949	133.555
598.465	123.597
597.982	121.745
597.498	117.292
597.015	106.773
596.53	128.844
596.048	118.113
595.565	120.051
595.08	126.718
594.598	117.454
594.113	137.597
593.63	126.337
593.145	131.762
592.662	128.495
592.177	141.975
591.694	132.672
591.209	130.029
590.727	144.795
590.242	157.558
589.759	152.896
589.273	161.632
588.79	158.956
588.305	175.088
587.822	180.548
587.337	193.43
586.854	197.559
586.369	204.989
585.885	194.241
585.4	203.667
584.917	209.738
584.432	182.159
583.946	215.004
583.463	185.336
582.978	220.187
582.494	211.526
582.009	215.084
581.523	201.199
581.04	220.876
580.554	195.283
580.071	191.135
579.585	207.839
579.1	200.384
578.616	198.339
578.13	196.264
577.645	186.109
577.161	174.658
576.675	170.659
576.19	170.026
575.706	193.535
575.22	195.503
574.734	175.338
574.25	185.454
573.765	173.378
573.279	173.33
572.793	173.943
572.309	145.091
571.823	160.675
571.337	158.126
570.853	159.499
570.367	168.79
569.881	149.757
569.395	139.497
568.91	166.844
568.424	142.667
567.938	142.664
567.452	147.383
566.966	151.463
566.481	153.575
565.995	141.558
565.509	148.891
565.023	146.075
564.536	141.918
564.052	140.518
563.565	159.272
563.079	153.945
562.592	153.223
562.106	145.052
561.619	156.899
561.135	148.109
560.648	153.442
560.162	140.817
559.675	146.165
559.188	146.743
558.702	151.267
558.215	159.172
557.728	153.216
557.244	146.667
556.757	165.418
556.27	157.368
555.783	163.225
555.296	164.428
554.809	178.363
554.322	169.056
553.836	169.029
553.349	177.577
552.862	180.771
552.375	197.946
551.888	183.282
551.4	194.527
550.913	180.526
550.426	180.454
549.939	192.326
549.452	188.297
548.965	188.911
548.477	215.339
547.99	209.924
547.503	216.437
547.016	219.677
546.528	213.01
546.041	231.433
545.554	208.78
545.066	214.493
544.579	239.316
544.091	202.89
543.604	239.649
543.116	229.027
542.629	240.806
542.141	233.546
541.654	244.114
541.166	237.603
540.676	238.934
540.189	243.452
539.701	263.035
539.213	245.823
538.725	272.696
538.238	259.443
537.75	255.945
537.262	278.641
536.772	260.793
536.284	273.281
535.796	264.893
535.308	275.466
534.82	285.266
534.333	274.01
533.842	295.516
533.354	326.834
532.866	314.911
532.378	299.084
531.89	330.413
531.4	353.907
530.912	351.219
530.424	357.665
529.935	378.523
529.445	400.123
528.957	403.486
528.469	415.306
527.98	442.679
527.49	456.828
527.002	502.936
526.513	512.526
526.025	547.085
525.534	572.043
525.046	642.199
524.557	665.276
524.069	743.047
523.578	811.537
523.09	881.445
